id	status	score	schema	table	rows	name_cols	kind	has_id	has_state	bridge_to	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
N:FOREIGN_INFLUENCE__FED_FARA_BULK	untouched	6.7	FOREIGN_INFLUENCE	FOREIGN_INFLUENCE__FED_FARA_BULK	221455	PERSON_NAME, COMPANY_ID, REGISTRANT_NAME, SHORT_FORM_NAME, SHORT_FORM_LAST_NAME +4	people	no	yes	FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2, FED_CMS_PARTD_PRESCRIBERS, FED_USASPENDING_CONTRACTS_FULL +42	PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	untouched	6.7	HEALTH	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	31403215	PROVIDER_NAME	organizations	yes	yes		MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:POLITICS__TX_LOBBY_COVER	untouched	6.7	POLITICS	POLITICS__TX_LOBBY_COVER	283803	FILER_NAME	organizations	no	no	FED_FCC_LICENSING, FED_GOVINFO_BILL_COSPONSORS, BILL_COSPONSORS, IRS527_DIRECTORS_OFFICERS, IRS527_8871_ORGS +145	OFFICIALS	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	untouched	6.7	SCIENCE_RESEARCH	SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	219503	COMPANY, CONTACT_NAME, PI_NAME, RI_NAME, RI_POC_NAME	organizations	yes	no		MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (DUNS, UEI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ENERGY__FED_EIA860_3_2_WIND	untouched	6.6	ENERGY	ENERGY__FED_EIA860_3_2_WIND	1563	UTILITY_NAME, PLANT_NAME, SECTOR_NAME	organizations	yes	yes		MONEY MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_OPERATIONAL_DATA	untouched	6.6	ENERGY	ENERGY__FED_EIA861_OPERATIONAL_DATA	1711	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_SHORT_FORM	untouched	6.6	ENERGY	ENERGY__FED_EIA861_SHORT_FORM	1724	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	untouched	6.6	FINANCE	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	150866	FACILITY_NAME	organizations	yes	yes		HARM MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	untouched	6.6	HEALTH	HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	145879	RNDRNG_PRVDR_ORG_NAME	organizations	yes	yes		MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_FDA_DEVICE_510K	untouched	6.6	HEALTH	HEALTH__FED_FDA_DEVICE_510K	175686	APPLICANT, DEVICE_NAME, ADDRESS_1, ADDRESS_2	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS	untouched	6.5	ENVIRONMENT	ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS	10411826	POLLUTANT_NAME	organizations	yes	no		HARM	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	6.5	ENVIRONMENT	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	117672	WELL_NAME	organizations	no	no	FED_EPA_FRS_FACILITIES, FED_EPA_FRS_FRS_PROGRAM_LINKS, FED_EPA_FRS_FRS_FACILITIES, FED_EPA_ECHO, FED_EPA_NPDES_ICIS_FACILITIES +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	untouched	6.5	HEALTH	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	12456456	PROVIDER_NAME	organizations	yes	yes		PEOPLE MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	untouched	6.5	HEALTH	HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	116182	RNDRNG_PRVDR_ORG_NAME	organizations	yes	yes		MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:JUSTICE__FED_SCDB	untouched	6.5	JUSTICE	JUSTICE__FED_SCDB	83644	CASE_NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	HARM	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ECONOMICS__FED_DOL_OSHA_INSPECTIONS	untouched	6.4	ECONOMICS	ECONOMICS__FED_DOL_OSHA_INSPECTIONS	5196412	ESTAB_NAME, SITE_ADDRESS, MAIL_STREET	organizations	no	yes	FED_IRS_BMF, FED_IRS_PUB78_ELIGIBLE_DONEES, FED_IRS_AUTO_REVOCATIONS, FED_IRS_REVOCATION, FED_FAC_SINGLE_AUDIT +145	MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one SITE_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ENERGY__FED_EIA860_3_4_ENERGY_STORAGE	untouched	6.4	ENERGY	ENERGY__FED_EIA860_3_4_ENERGY_STORAGE	786	UTILITY_NAME, PLANT_NAME, SECTOR_NAME	organizations	yes	yes		MONEY MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_SALES_ULT_CUST_CS	untouched	6.4	ENERGY	ENERGY__FED_EIA861_SALES_ULT_CUST_CS	674	FACILITY_NAME, UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_FRACFOCUS_REGISTRY	untouched	6.4	ENVIRONMENT	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	7200550	OPERATOR_NAME, WELL_NAME, TRADE_NAME, CLAIMANT_COMPANY	organizations	no	no	FED_EPA_FRS_FACILITIES, FED_EPA_FRS_FRS_PROGRAM_LINKS, FED_EPA_FRS_FRS_FACILITIES, FED_EPA_ECHO, FED_EPA_NPDES_ICIS_FACILITIES +145	MAP TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_FDA_DEVICE_PMA	untouched	6.4	HEALTH	HEALTH__FED_FDA_DEVICE_PMA	56853	APPLICANT, TRADE_NAME, STREET_1, STREET_2	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:JUSTICE__INTL_OPENSANCTIONS	untouched	6.4	JUSTICE	JUSTICE__INTL_OPENSANCTIONS	71011	NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	HARM	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_DEMAND_RESPONSE	untouched	6.3	ENERGY	ENERGY__FED_EIA861_DEMAND_RESPONSE	339	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_ENERGY_EFFICIENCY	untouched	6.3	ENERGY	ENERGY__FED_EIA861_ENERGY_EFFICIENCY	458	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__FED_COURTLISTENER_DISCLOSURE_POSITIONS	untouched	6.3	JUSTICE	JUSTICE__FED_COURTLISTENER_DISCLOSURE_POSITIONS	37050	ORGANIZATION_NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	OFFICIALS	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ECONOMICS__FED_US_USASPENDING_API	untouched	6.2	ECONOMICS	ECONOMICS__FED_US_USASPENDING_API	300	RECIPIENT_NAME, AWARDING_AGENCY_NAME, FUNDING_AGENCY_NAME	organizations	yes	yes		MONEY MAP TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (DUNS, EIN, UEI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	6.2	HEALTH	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	2978925	ORG_NAME	people	yes	yes		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI, PECOS_ENRLMT_ID, PECOS_PAC_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision no-org-to-person-enrollment-bridge					
N:POLITICS__CA_LOBBY_AMENDMENTS	untouched	6.2	POLITICS	POLITICS__CA_LOBBY_AMENDMENTS	25249	A_LF_NAME, D_LF_NAME	organizations	no	no	FED_FCC_LICENSING, FED_GOVINFO_BILL_COSPONSORS, BILL_COSPONSORS, IRS527_DIRECTORS_OFFICERS, IRS527_8871_ORGS +145	OFFICIALS	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT	untouched	6.2	TRANSPORT	TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT	31503	OPER_NAME, OWNER_STREET, OPER_STREET	people	no	yes	FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2, FED_CMS_PARTD_PRESCRIBERS, FED_USASPENDING_CONTRACTS_FULL +42	PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one OWNER_STREET, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:FINANCE__FED_SEC_INSIDER_REPORTINGOWNER	finding	6.1	FINANCE	FINANCE__FED_SEC_INSIDER_REPORTINGOWNER	1934673	OWNER_NAME	people	yes	yes		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CIK); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join		F-006 B: 5,362 SEC insiders matched to $555M of FEC giving; coal CEO Joseph Craft III gave $8.2M	F-006	claude	2026-09-24
N:HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	untouched	6.1	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	1697025	FIRST_NAME, MIDDLE_NAME, LAST_NAME, ALTERNATE_FIRST_NAME, ALTERNATE_MIDDLE_NAME +3	people	yes	yes		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LINE_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_PART_D_PRESCRIBERS	untouched	6.1	HEALTH	HEALTH__FED_CMS_PART_D_PRESCRIBERS	1416883	PRSCRBR_LAST_ORG_NAME, PRSCRBR_FIRST_NAME	people	yes	yes		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision partd-is-dy2022 reach-is-not-a-usable-join					
N:HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	6.1	HEALTH	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	19038	SITE_NAME, HEALTH_CENTER_NAME, CONGRESSIONAL_DISTRICT_NAME, US_REPRESENTATIVE_NAME, US_SENATOR_ONE_NAME +4	people	yes	yes		PEOPLE MAP TEXT	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one SITE_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CDC_LEADING_CAUSES_STATE	untouched	6.0	HEALTH	HEALTH__FED_CDC_LEADING_CAUSES_STATE	10868	CAUSE_NAME, ICD_113_CAUSE_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	HARM	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA860_4_OWNER	untouched	5.9	ENERGY	ENERGY__FED_EIA860_4_OWNER	5495	UTILITY_NAME, PLANT_NAME, OWNER_NAME, OWNER_STREET_ADDRESS	people	yes	yes		PEOPLE MAP OUTCOME	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one OWNER_STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:FINANCE__FED_FHFA_FHLB_MEMBERSHIP	untouched	5.9	FINANCE	FINANCE__FED_FHFA_FHLB_MEMBERSHIP	6327	MEMBER_NAME	organizations	yes	yes		OFFICIALS MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FDIC_CERT); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HOUSING__FED_FHFA_NMDB	untouched	5.9	HOUSING	HOUSING__FED_FHFA_NMDB	7204	GEO_NAME	organizations	no	no	FED_CFPB_HMDA_ARID2017_LEI_XREF, FED_HUD_DATA, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES +145	MONEY	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:TRANSPORT__FED_FRA_RAIL_DEATHS_BY_RAILROAD	untouched	5.9	TRANSPORT	TRANSPORT__FED_FRA_RAIL_DEATHS_BY_RAILROAD	5152	RAILROAD_NAME, PARENT_RAILROAD_NAME, HOLDING_COMPANY	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	HARM	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:OPEN_DATA__INTL_GR_DATAGOV	untouched	5.8	OPEN_DATA	OPEN_DATA__INTL_GR_DATAGOV	4988	ORGANISATION_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	DEMOGRAPHIC TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_FJC_SERVICE	untouched	5.8	POLITICS	POLITICS__FED_FJC_SERVICE	4766	JUDGE_NAME, COURT_NAME	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	PEOPLE OUTCOME	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES	untouched	5.7	ENVIRONMENT	ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES	2114	SITE_NAME, SITE_FEATURE_NAME, SITE_CONTACT_NAME, STREET_ADDRESS, ADDRESS_COMMENT	organizations	no	yes	FED_EPA_FRS_FACILITIES, FED_EPA_FRS_FRS_PROGRAM_LINKS, FED_EPA_FRS_FRS_FACILITIES, FED_EPA_ECHO, FED_EPA_NPDES_ICIS_FACILITIES +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ENVIRONMENT__FED_USGS_MINERALS	untouched	5.7	ENVIRONMENT	ENVIRONMENT__FED_USGS_MINERALS	304632	SITE_NAME	organizations	no	no	FED_EPA_FRS_FACILITIES, FED_EPA_FRS_FRS_PROGRAM_LINKS, FED_EPA_FRS_FRS_FACILITIES, FED_EPA_ECHO, FED_EPA_NPDES_ICIS_FACILITIES +145	MAP TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER	untouched	5.7	HEALTH	HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER	3044	RNDRNG_PRVDR_ORG_NAME	organizations	yes	yes		MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
