idea_id,bucket,source_ids,source_names,domain,title,idea,chart_shape,key_fields,join_key,time_axis,geo_grain,harm_angle,strength,rigor,caveat
V1767,single,fed_icij_offshoreleaks_intermediaries,ICIJ Offshore Leaks -- intermediaries,offshore finance,Who Builds The Offshore Machine,"Ranked bars of the intermediary firms by how many offshore structures they set up, colored by which leak they surfaced in.",ranked bars,name|source_leak|status,,no,international,"Names the professional enablers, not just the clients, hidden behind the shells.",high,plausible-from-metadata,Volume needs the relationship edge table to count; the node table alone only lists firms.
V1768,single,fed_icij_offshoreleaks_intermediaries,ICIJ Offshore Leaks -- intermediaries,offshore finance,Enabler Map By Country,"World map of intermediary counts per country, sized by firm count and shaded by share of firms whose status is inactive or struck off.",map,countries|country_codes|status,,no,international,Shows which jurisdictions host the plumbing that lets money escape accountability.,medium,plausible-from-metadata,countries is a free-text multi-value string; needs splitting and may be blank on many rows.
V1769,single,fed_icij_offshoreleaks_intermediaries,ICIJ Offshore Leaks -- intermediaries,offshore finance,"Same Address, Many Firms",Ranked dot plot of shared intermediary addresses -- single office suites hosting dozens of separate service providers.,dot plot,address|name|countries,,no,international,Exposes shell-factory addresses where an entire industry hides behind one door.,high,plausible-from-metadata,address is unnormalized free text; matching needs fuzzy cleanup and may over- or under-count.
V1770,single,fed_icij_offshoreleaks_intermediaries,ICIJ Offshore Leaks -- intermediaries,offshore finance,Leak Overlap Of Enablers,"Grid of intermediaries by which leaks they appear in (Panama, Paradise, Pandora, Bahamas), showing repeat players across a decade of exposures.",heatmap grid,name|source_leak,,no,international,Repeat appearance across leaks means exposure changed nothing for the firms doing it.,wild,plausible-from-metadata,source_leak label vocabulary is unverified; firms may be duplicated under name variants.
V1771,single,fed_icij_offshoreleaks_officers,ICIJ Offshore Leaks -- officers,offshore finance,Where Offshore Owners Live,"Map of officer counts by declared country, showing where the people behind offshore entities are registered.",map,countries|country_codes,,no,international,Shows which national elites are moving wealth out of reach of their own tax systems.,medium,plausible-from-metadata,countries is multi-value free text and blank on an unknown share of rows.
V1772,single,fed_icij_offshoreleaks_officers,ICIJ Offshore Leaks -- officers,offshore finance,Names That Appear Everywhere,"Ranked bars of the most-repeated officer names across the leak corpus, a first cut at serial offshore participants.",ranked bars,name|node_id|source_leak,,no,international,Surfaces the handful of individuals wired into hundreds of offshore vehicles.,medium,plausible-from-metadata,Name collisions are severe at 771k rows; common names dominate without disambiguation.
V1773,single,fed_icij_offshoreleaks_officers,ICIJ Offshore Leaks -- officers,offshore finance,Corporate Officers Vs Human Officers,"Distribution split of officer names that look like companies versus person names, by leak and country.",distribution,name|countries|source_leak,,no,international,Layering companies as officers is the technique that erases the human owner from the record.,high,plausible-from-metadata,"Company-vs-person is a heuristic on the name string, not a published field."
V1774,single,fed_icij_offshoreleaks_officers,ICIJ Offshore Leaks -- officers,offshore finance,Officers With Expiry Notes,"Small multiples of officers carrying a valid_until or note flag, by country, revealing where the record itself is caveated.",small multiples,valid_until|note|countries,,no,international,"Data caveats cluster where scrutiny is weakest, telling readers where the record cannot be trusted.",wild,plausible-from-metadata,valid_until and note may be near-empty; content unverified.
V1775,single,fed_icij_offshoreleaks_others,ICIJ Offshore Leaks -- others,offshore finance,Lifespan Of Odd Offshore Vehicles,"Timeline of incorporation to struck-off or closed dates for the miscellaneous node types, showing how briefly many exist.",timeline,incorporation_date|struck_off_date|closed_date|type,,yes,international,Vehicles that live two years and vanish are built to outrun any investigation.,medium,plausible-from-metadata,Only ~3k rows; dates parsed from DD-MON-YYYY and may be sparse.
V1776,single,fed_icij_offshoreleaks_others,ICIJ Offshore Leaks -- others,offshore finance,Jurisdictions Of The Leftovers,"Ranked bars of miscellaneous node types by jurisdiction, showing which havens specialize in exotic structures.",ranked bars,jurisdiction|jurisdiction_description|type,,no,international,Exotic legal forms are where the ownership trail is designed to end.,medium,plausible-from-metadata,"Tiny table (2,989 rows); categories may be too thin to compare."
V1777,single,fed_icij_offshoreleaks_others,ICIJ Offshore Leaks -- others,offshore finance,Struck Off But Still Linked,Dot plot of closed or struck-off vehicles that still carry active graph edges when joined on node_id.,dot plot,node_id|struck_off_date|closed_date,,no,international,Dead-on-paper entities still holding relationships means the record is stale where it matters.,wild,plausible-from-metadata,Requires the relationship table; edge status semantics unverified.
V1778,single,fed_icij_offshoreleaks_relationships,ICIJ Offshore Leaks -- relationships,offshore finance,The Offshore Ownership Network,"Network graph of a filtered slice of edges (one haven, one leak) showing the hub-and-spoke shape of who controls what.",network,node_id_start|node_id_end|rel_type|source_leak,,no,international,The shape shows a few hubs controlling thousands of shells that hold real assets.,high,plausible-from-metadata,3.3M edges cannot be drawn whole; needs aggressive filtering and node-table joins for labels.
V1779,single,fed_icij_offshoreleaks_relationships,ICIJ Offshore Leaks -- relationships,offshore finance,Hub Concentration Curve,Distribution of edge counts per node -- the long tail against the handful of super-connectors.,distribution,node_id_start|node_id_end,,no,international,Concentration means a few enablers are single points where accountability could actually bite.,high,plausible-from-metadata,"Edges repeat across leaks (3.31M distinct of 3.34M), so degree is inflated without dedup."
V1780,single,fed_icij_offshoreleaks_relationships,ICIJ Offshore Leaks -- relationships,offshore finance,Relationship Types Over Time,"Timeline of edge start dates by relationship type, showing when offshore structuring surged and which technique dominated.",timeline,start_date|end_date|rel_type,,yes,international,Surges track the tax and disclosure rules that were being dodged at the time.,high,plausible-from-metadata,start_date parsed from DD-MON-YYYY; likely null on a large share of edges.
V1781,single,fed_icij_offshoreleaks_relationships,ICIJ Offshore Leaks -- relationships,offshore finance,Edges That Never End,"Ranked bars of relationship types by share with no end date, showing which offshore ties are recorded as open forever.",ranked bars,rel_type|start_date|end_date,,yes,international,"Perpetual, never-closed ties are how ownership stays untraceable decades later.",medium,plausible-from-metadata,Missing end_date may mean unknown rather than still active.
V1782,single,fed_icij_offshoreleaks_relationships,ICIJ Offshore Leaks -- relationships,offshore finance,"Same Edge, Four Leaks","Grid of edges republished across multiple leak investigations, showing what each exposure re-confirmed rather than revealed.",heatmap grid,node_id_start|node_id_end|rel_type|source_leak,,no,international,Repeated exposure with no change is itself the accountability failure.,wild,plausible-from-metadata,Duplicate-edge semantics are stated but the leak labels per duplicate are unverified.
V1783,single,intl_ar_datosgob,Argentina National Open Data Portal,open_data_portal,Provincial Data Coverage Gaps,"Map dataset and series counts by province and municipality identifier, exposing which parts of Argentina are absent from the national data portal.",map at subnational grain,provincia_id|municipio_id|departamento_id|dataset_id|serie_id,,no,international,Provinces with no published data are provinces where no one can prove anything about local government spending.,high,plausible-from-metadata,Provincial id fill rate unverified; many datasets may be national-only with blank geo ids.
V1784,single,intl_ar_datosgob,Argentina National Open Data Portal,open_data_portal,Portal Staleness By Agency,"Rank publishing organisations by how long since their newest dataset was modified, showing which agencies quietly stopped updating.",ranked bars of days since update,c_organization|last_modified|dataset_title,,yes,international,A stale dataset gives the appearance of transparency while the actual numbers went dark years ago.,high,plausible-from-metadata,last_modified is untyped text in the mart and needs parsing; portal metadata dates are often auto-touched.
V1785,single,intl_ar_datosgob,Argentina National Open Data Portal,open_data_portal,Embedded Time Series Values,"For the series carried inside the mart, plot values over time faceted by series, using the portal itself as a data source rather than an index.",small multiples of timelines,serie_id|serie_value|serie_date|dataset_title,,yes,international,"Actual indicator values inside the catalogue mean inflation, poverty and budget numbers can be tracked without trusting a summary.",medium,plausible-from-metadata,Only some rows carry series values; the mix of catalogue rows and data rows makes the grain ambiguous.
V1786,single,intl_ar_datosgob,Argentina National Open Data Portal,open_data_portal,Licence Restrictiveness Mix,"Chart the licence types across the catalogue by organisation, showing how much of the public record carries reuse restrictions.",stacked bars by organisation,license|c_organization|dataset_id,,no,international,A restrictive licence on public data means journalists and citizens cannot legally republish what their taxes produced.,medium,plausible-from-metadata,Licence strings are inconsistent free text.
V1787,single,intl_br_dados_gov,dados.gov.br,open_data_portal,Brazil Portal Sample Profile,"Profile the ten landed rows by theme, resource count and download count purely to document what was actually captured.",ranked bars,theme|num_resources|download_count|c_organization,,no,international,Documenting that the Brazilian portal is a ten-row stub prevents anyone mistaking it for national coverage.,medium,plausible-from-metadata,Only 10 rows landed - this source is a stub and cannot support any real finding.
V1788,single,intl_br_dados_gov,dados.gov.br,open_data_portal,Declared Coverage Versus Last Update,Compare each dataset's declared temporal coverage against its last-updated date to see whether the portal's own promises match its behaviour.,slope chart,temporal_coverage|last_updated|title|c_organization,,yes,international,A dataset claiming current coverage but last updated years ago misleads anyone relying on it.,medium,plausible-from-metadata,10 rows only; temporal_coverage is free text with no fixed format.
V1789,single,intl_ca_open_canada,Open Government Portal Canada,open_data_portal,Department Publishing Rhythm,"Plot dataset creation and modification dates per federal department over time, showing which departments publish steadily and which dumped once and stopped.",small multiples of timelines,c_organization|metadata_created|metadata_modified|date_published,,yes,international,Departments that stopped publishing are departments whose current conduct is unauditable.,high,plausible-from-metadata,"500-dataset sample only, explicitly not the full portal; date fields are untyped text in staging."
V1790,single,intl_ca_open_canada,Open Government Portal Canada,open_data_portal,Bilingual Description Completeness,"Chart the share of datasets with a populated French title and notes versus English-only, by department.",dot plot by department,title_en|title_fr|notes_en|notes_fr|c_organization,,no,international,French-only speakers cut out of the data record are cut out of holding their own government to account.,medium,plausible-from-metadata,"500-row sample; blank versus placeholder French text needs a distinct-value check, not a null check."
V1791,single,intl_ca_open_canada,Open Government Portal Canada,open_data_portal,Declared Frequency Versus Reality,"For each dataset compare its declared update frequency against the actual gap between created and modified dates, ranking the biggest broken promises.",scatter with promise line,frequency|metadata_created|metadata_modified|c_organization|subject,,yes,international,A department promising monthly updates and delivering none has made a public commitment it is quietly breaking.,high,plausible-from-metadata,500-row sample; frequency vocabulary needs decoding into a comparable interval.
V1792,single,intl_ch_opendataswiss,Switzerland Open Government Data Portal,open_data_portal,Publisher Contact Reachability,"Chart the share of datasets with a real maintainer email against those with none or a generic inbox, ranked by publishing organisation.",ranked bars,maintainer|maintainer_email|c_organization|publisher,,no,international,"With no reachable maintainer, a citizen who finds an error in public data has nowhere to send it.",high,plausible-from-metadata,"5,000-row sample not the full portal; generic-versus-personal inbox classification is heuristic."
V1793,single,intl_ch_opendataswiss,Switzerland Open Government Data Portal,open_data_portal,Private Flag Audit,"Chart datasets marked private or in a non-active state by organisation, exposing where the open-data portal is holding closed records.",stacked bars,private|state|c_organization|title,,no,international,A portal listing datasets it will not release is a catalogue of what the public is being denied.,high,plausible-from-metadata,private and state fill rates unverified; a private flag in a public export may simply never be true.
V1794,single,intl_ch_opendataswiss,Switzerland Open Government Data Portal,open_data_portal,Keyword Topic Landscape,"Cluster keyword and group strings into topic families and chart their volume by organisation, showing which policy areas the portal covers deeply and which it barely touches.",heatmap grid of organisation by topic,keywords|groups|num_tags|c_organization,,no,international,Topics with almost no published data are the topics where systemic harm can hide.,medium,plausible-from-metadata,Keywords are multi-lingual free text held as a packed string; clustering quality unknown.
V1795,single,intl_ch_opendataswiss,Switzerland Open Government Data Portal,open_data_portal,Accrual Periodicity Decay,"Plot declared accrual periodicity against the age of the last metadata modification, exposing datasets whose promised refresh cadence has lapsed.",scatter,accrual_periodicity|metadata_modified|issued|c_organization,,yes,international,A lapsed refresh means anyone using the data today is working from a snapshot of a world that has changed.,high,plausible-from-metadata,"5,000-row sample; periodicity is a controlled URI vocabulary needing decoding."
V1796,single,intl_cl_datosgob,Chile National Open Data Portal,open_data_portal,Institution Publishing Inequality,"Rank the 266-plus Chilean institutions by dataset count and resource count, showing the extreme concentration in a few agencies.",ranked bars with long tail,publisher_institution|dataset_id|num_resources|category,,no,international,Institutions publishing nothing are the ones whose conduct no citizen can examine.,high,plausible-from-metadata,"1,000-dataset sample only, explicitly not the full portal."
V1797,single,intl_cl_datosgob,Chile National Open Data Portal,open_data_portal,Machine Readable Versus PDF Dumps,"Chart the resource-format mix per institution, separating genuinely machine-readable formats from PDFs and images posing as open data.",stacked bars,resource_formats|publisher_institution|num_resources,,no,international,Publishing a scanned PDF and calling it open data is compliance theatre that keeps the numbers out of reach.,high,plausible-from-metadata,"resource_formats is a packed multi-value string needing splitting; 1,000-row sample."
V1798,single,intl_cl_datosgob,Chile National Open Data Portal,open_data_portal,Category Coverage Blind Spots,"Heatmap dataset counts by category and institution, letting the empty cells speak - the categories no institution publishes.",heatmap grid,category|publisher_institution|dataset_id|state,,no,international,Empty cells in the coverage grid are exactly where accountability data does not exist.,medium,plausible-from-metadata,"Category vocabulary may be sparse or inconsistently applied; sample of 1,000."
V1799,single,intl_de_govdata,GovData.de,open_data_portal,High Value Dataset Compliance,"Chart the share of datasets flagged as EU high-value datasets by publisher and Bundesland, showing who is meeting the legal obligation and who is not.",ranked bars by Bundesland,is_hvd|publisher|spatial|dataset_id,,no,international,High-value datasets are legally mandated open data; missing them means a legal transparency duty is being ignored.,high,plausible-from-metadata,"5,000-dataset sample not the 131k full portal; is_hvd fill rate unverified and spatial is a packed field."
V1800,single,intl_de_govdata,GovData.de,open_data_portal,Federal Versus Municipal Publishing Gap,"Map dataset counts by spatial coverage across the sixteen Bundeslaender, normalised by population, exposing the transparency gradient.",map at state grain,spatial|publisher|dataset_id|groups,,no,international,Residents of low-publishing states have systematically less ability to check their own local government.,high,plausible-from-metadata,"spatial is a packed field of mixed geometries and codes; population normalisation is external; sample of 5,000."
V1801,single,intl_de_govdata,GovData.de,open_data_portal,Temporal Coverage Windows,"Plot each dataset as a horizontal bar from its declared temporal start to end, grouped by topic, showing where the historical record has holes.",timeline of bars,temporal_start|temporal_end|groups|publisher,,yes,international,Gaps in the historical record are years where a policy's effects cannot be measured at all.,medium,plausible-from-metadata,"Temporal fields are untyped text and may be largely null; 5,000-row sample."
V1802,single,intl_de_govdata,GovData.de,open_data_portal,Licence Fragmentation,"Chart the number of distinct licence ids in use per publisher, exposing the ones inventing bespoke terms instead of using standard open licences.",ranked bars of licence diversity,license_id|publisher|dataset_id,,no,international,Bespoke licences are legal friction that quietly stops reuse while still counting as open publication.,medium,plausible-from-metadata,"Licence id vocabulary is large and includes many synonyms; 5,000-row sample."
V1803,single,intl_es_datosgob,Spain National Open Data Portal,open_data_portal,Publisher And Sector Coverage,Chart dataset counts by publisher and sector - the two fields that did land correctly - showing which Spanish sectors are documented.,heatmap grid of publisher by sector,publisher|sector|format|distribution_url,,no,international,Sectors with no published data are sectors where harm cannot be measured.,medium,plausible-from-metadata,"The mart is explicitly defective as landed: URI, title and description are blank from a loader parse bug, and it is only a 1,000-row slice."
V1804,single,intl_es_datosgob,Spain National Open Data Portal,open_data_portal,Geographic Coverage Distribution,Map declared geographic coverage codes to show which Spanish regions the catalogue actually documents.,map at regional grain,geographic_coverage|publisher|sector,,no,international,Regions absent from the national catalogue are regions whose residents cannot audit local decisions.,medium,plausible-from-metadata,"Loader parse bug affects several columns; coverage codes are URIs needing resolution; 1,000-row slice."
V1805,single,intl_fr_data_gouv,data.gouv.fr,open_data_portal,Attention Versus Publication,"Scatter dataset view and reuse counts against publishing organisation, showing which agencies publish heavily but are never read, and which single datasets carry all the attention.",scatter with organisation colouring,nb_views|nb_reuses|nb_followers|organization_name|title,,no,international,Publication volume without readership is transparency that satisfies a rule while informing nobody.,high,plausible-from-metadata,"View and reuse counts are untyped text needing casts; 2,765 rows may be a partial catalogue of the stated 73,000 datasets."
V1806,single,intl_fr_data_gouv,data.gouv.fr,open_data_portal,Promised Frequency Versus Last Update,"Compare declared update frequency against actual last-update date per dataset, ranking organisations by how far behind their own promise they are.",dot plot with promise reference,frequency|last_update|last_modified|organization_name|created_at,,yes,international,An agency claiming daily updates and delivering yearly ones is publishing a false claim about its own transparency.,high,plausible-from-metadata,last_update and last_modified are untyped text; frequency vocabulary needs decoding into intervals.
V1807,single,intl_fr_data_gouv,data.gouv.fr,open_data_portal,Spatial Granularity Ladder,"Chart the mix of spatial granularity levels - commune, department, region, national - by topic, showing which subjects are only ever published at a level too coarse to be useful.",stacked bars by topic,spatial_granularity|spatial_zones|topic|organization_name,,no,international,National-only publication of a local problem makes local harm statistically invisible.,high,plausible-from-metadata,spatial_zones is a packed multi-value field; granularity vocabulary needs decoding.
V1808,single,intl_fr_data_gouv,data.gouv.fr,open_data_portal,Dead Resource Link Census,"Chart resource counts by format and file size per organisation, flagging zero-size and missing-URL resources as likely dead links.",ranked bars with dead-link flag,resource_url|resource_format|resource_filesize|nb_resources|organization_name,,no,international,A catalogue full of dead links is a catalogue that looks open and delivers nothing.,medium,plausible-from-metadata,"Filesize is untyped text and zero may mean unknown rather than empty; confirming a dead link needs fetching, which is out of scope."
V1809,single,intl_fr_data_gouv,data.gouv.fr,open_data_portal,Publication Lag Behind Coverage,"Plot the gap between a dataset's temporal coverage end and its creation date, showing how long agencies sit on data before releasing it.",distribution by organisation,temporal_coverage_end|created_at|organization_name|topic,,yes,international,A two-year publication lag means every finding is about a world that has already moved on.,high,plausible-from-metadata,Temporal coverage fields are untyped text and fill rate is unverified.
V1810,single,intl_gh_datagovgh,Ghana Open Data Initiative,open_data_portal,Ghana Portal Stub Profile,"Profile the ten landed rows by ministry, format and publication date, documenting exactly how little of the Ghanaian portal was captured.",ranked bars,ministry_agency|format|date_published|catalog,,yes,international,Recording that Ghana's portal landed as a ten-row stub prevents a false claim of African data coverage.,medium,plausible-from-metadata,"Only 10 rows - a stub, not a corpus; the described 22 ministries are not represented."
V1811,single,intl_gh_datagovgh,Ghana Open Data Initiative,open_data_portal,Views Versus Downloads Ratio,Compare views against downloads per dataset to show whether anyone using the portal can actually get the file.,scatter,views_count|downloads_count|dataset_title|format,,no,international,High views and near-zero downloads mean the data is advertised but not actually obtainable.,wild,plausible-from-metadata,10 rows only; counts may be portal-side estimates.
V1812,single,intl_gr_datagov,Greece National Open Data Portal,open_data_portal,Organisation Publishing Concentration,"Rank the ~479 Greek public organisations by dataset count, showing the steep drop from the top publishers to the silent majority.",ranked bars with long tail,organisation_name|organisation_id|dataset_id|num_resources,,no,international,Silent organisations are organisations no citizen can check.,high,plausible-from-metadata,"5,000-row sample with 12 known duplicate dataset ids; not the full portal."
V1813,single,intl_gr_datagov,Greece National Open Data Portal,open_data_portal,High Value Dataset Flag By Theme,"Chart the share of datasets flagged high-value across thematic categories, showing which legally-mandated areas Greece has actually published.",stacked bars by theme,is_hvd|thematic_category|organisation_name,,no,international,"Missing high-value datasets are a legal transparency duty unmet, and the public cannot see the gap without this chart.",high,plausible-from-metadata,"is_hvd fill rate unverified; 5,000-row sample."
V1814,single,intl_gr_datagov,Greece National Open Data Portal,open_data_portal,Creation To Modification Drift,"Plot the gap between date created and metadata modified per organisation, isolating datasets published once and never touched again.",distribution by organisation,date_created|metadata_modified|organisation_name|thematic_category,,yes,international,A dataset never updated since publication describes a world that no longer exists.,medium,plausible-from-metadata,Both date fields are untyped text in staging; metadata dates are often auto-touched by portal migrations.
V1815,single,intl_gr_datagov,Greece National Open Data Portal,open_data_portal,Format Openness By Category,"Chart resource formats per thematic category, separating open machine-readable formats from closed and document formats.",heatmap grid,resource_formats|thematic_category|num_resources|language,,no,international,Categories published only as documents are categories where the numbers cannot be analysed by anyone.,medium,plausible-from-metadata,"resource_formats is a packed multi-value string; sample of 5,000."
V1816,single,xc_wayback_doj_epstein,Wayback CDX Census DOJ Epstein Library,open_data_portal,When The Page Changed,"Plot every capture on a timeline, marking each point where the content digest changed from the prior capture. Each change is a third-party-attested edit to the government page.",timeline with change markers,captured_at|content_digest|urlkey|original_url,,yes (Nov 2025 onward),none,Quiet edits and removals from a government document library are the public record being changed without notice.,high,plausible-from-metadata,1.54M captures need heavy aggregation; digest changes can also come from unrelated page furniture like ad tokens or timestamps.
V1817,single,xc_wayback_doj_epstein,Wayback CDX Census DOJ Epstein Library,open_data_portal,Error Status Windows,"Chart HTTP status codes over time per URL, showing the windows when the DOJ library returned errors or redirects instead of content.",heatmap grid of URL by day,status_code|captured_at|urlkey|original_url,,yes (Nov 2025 onward),none,Periods when a public document library returned errors are periods when the public was locked out of records it owns.,high,plausible-from-metadata,status_code is a string; Wayback capture density varies wildly so an absence of captures is not an absence of the page.
V1818,single,xc_wayback_doj_epstein,Wayback CDX Census DOJ Epstein Library,open_data_portal,Page Size Shrinkage,"Plot content length per URL over time, so pages that suddenly got smaller - documents dropped from a listing - stand out as steps down.",timeline of small multiples,content_length_bytes|captured_at|urlkey|original_url,,yes (Nov 2025 onward),none,A listing page that shrinks is a listing page from which documents were removed.,high,plausible-from-metadata,"Byte length changes with compression and page furniture, so a step down is a lead not a proof."
V1819,single,xc_wayback_doj_epstein,Wayback CDX Census DOJ Epstein Library,open_data_portal,Capture Attention Curve,"Plot capture frequency per day across the whole census, showing when public and archival attention spiked - a proxy for when people noticed something.",timeline density,captured_at|urlkey|mimetype,,yes (Nov 2025 onward),none,"Attention spikes mark the moments the public was watching, and the quiet troughs mark the safest moments to change something.",medium,plausible-from-metadata,Capture frequency reflects archiving bots and crawl schedules as much as human attention.
V1820,single,xc_wayback_doj_epstein,Wayback CDX Census DOJ Epstein Library,open_data_portal,URL Birth And Death Grid,"Build a grid of every distinct URL against time, shaded by whether it was captured successfully, so URLs that appear and later vanish read as terminated rows.",cohort grid of URL by month,urlkey|original_url|captured_at|status_code,,yes (Nov 2025 onward),none,A URL that stops resolving is a document the government took away without announcing it.,high,plausible-from-metadata,Absence of captures does not prove absence of the page; needs status codes to distinguish gone from unarchived.
V1821,single,fed_sba_ppp,Paycheck Protection Program Loans,pandemic relief lending,Race and Ethnicity Reporting Holes,"Grid of PPP dollars by reported race and ethnicity per state, with the unreported share shown as its own band. Viewer sees that the demographic question is mostly blank - which is itself the finding.",heatmap grid with an explicit unreported band,race|ethnicity|borrower_state|current_approval_amount|loan_number,,yes (2020-2021),state,"If who got relief was never recorded, no one can prove the money missed Black and Latino owners.",high,plausible-from-metadata,Race and ethnicity are famously mostly blank in PPP - the chart must foreground the blank rate not hide it.
V1822,single,fed_sba_ppp,Paycheck Protection Program Loans,pandemic relief lending,Lenders and Where They Lent,"Heatmap of servicing_lender_name against borrower county, colored by rural_urban_indicator and lmi_indicator. Viewer sees lenders that served only affluent urban borrowers.",heatmap grid,servicing_lender_name|project_county|rural_urban_indicator|lmi_indicator|hubzone_indicator|current_approval_amount,,yes,county,Relief routed through lenders means people without a banking relationship never got any.,high,plausible-from-metadata,Only loans of 150k and above are in this file - the small-borrower tail is entirely absent.
V1823,single,fed_sba_ppp,Paycheck Protection Program Loans,pandemic relief lending,Dollars Per Job Reported,"Distribution of current_approval_amount divided by jobs_reported, faceted by naics_code. Viewer sees industries where the per-job subsidy was wildly higher than others.",distribution small multiples,current_approval_amount|jobs_reported|naics_code|business_age,,yes,national,Some sectors got many times more public money per worker protected than others did.,high,plausible-from-metadata,jobs_reported is self-reported and unverified; division blows up where jobs is zero or null.
V1824,single,fed_sba_ppp,Paycheck Protection Program Loans,pandemic relief lending,Undisbursed and Unresolved,"Ranked view of loans with large undisbursed_amount or still-unresolved loan_status, by lender and state.",ranked bars with status split,undisbursed_amount|loan_status|is_resolved|servicing_lender_name|borrower_state|loan_status_date,,yes,state,Money still sitting undisbursed years later is relief that never reached a single payroll.,medium,plausible-from-metadata,Status snapshots are as-of the file release date and may be stale.
V1825,single,fed_sba_ppp,Paycheck Protection Program Loans,pandemic relief lending,Proceeds Not Spent on Payroll,"Stacked shares of payroll, rent, utilities and mortgage interest proceeds by industry and loan size band. Viewer sees where a payroll program funded landlords instead.",stacked bars by size band,payroll_proceed|rent_proceed|utilities_proceed|mortgage_interest_proceed|total_proceeds_used|naics_code,,no,national,A program sold as saving jobs that largely paid rent is a different program than the one Congress described.,high,plausible-from-metadata,"Proceeds fields are borrower-declared allocations, not audited spending."
V1826,single,xc_wapo_fatal_force,Washington Post Fatal Force database,policing,Every police shooting on one map,"Point map of fatal police shootings colored by whether a body camera was present, with density visible in urban cores.",map,latitude|longitude|body_camera_present|incident_date|state,,yes,point,Shows exactly where police kill people and whether anyone was recording.,high,plausible-from-metadata,Coordinates are often block-level; covers shootings only and excludes other in-custody deaths.
V1827,single,xc_wapo_fatal_force,Washington Post Fatal Force database,policing,Age distribution of the killed by race,"Overlaid distributions of victim age split by race, showing whether some groups are killed markedly younger.",distribution,age|race|gender|race_source,,no,national,"Being killed younger means more years of life lost, concentrated in specific communities.",high,plausible-from-metadata,Race is partly imputed - the race_source field records how it was determined and should be shown alongside.
V1828,single,xc_wapo_fatal_force,Washington Post Fatal Force database,policing,Unarmed and fleeing: the hardest cases,"Heatmap grid of armed-with against flee status with cell color as count, isolating the unarmed-and-fleeing corner that drives most controversy.",heatmap grid,armed_with|flee_status|threat_type|race,,no,national,Unarmed people shot while running away are the clearest case of avoidable death.,high,plausible-from-metadata,Armed-with and threat-type are as-reported by the department and may be self-serving.
V1829,single,xc_wapo_fatal_force,Washington Post Fatal Force database,policing,Body-camera presence trend since 2015,"Timeline of the share of fatal shootings with a body camera recorded, nationally and per state. A stall well below full coverage means the accountability promise never landed.",timeline,body_camera_present|incident_date|state,,yes,state,"Without footage, the only account of a killing is the officer's.",high,plausible-from-metadata,The field records camera presence not whether footage was released or even retained.
V1830,single,xc_wapo_fatal_force,Washington Post Fatal Force database,policing,Mental-health crisis calls that end in death,"Small multiples by state of the share of fatal shootings flagged mental-illness-related over time, showing where crisis response has been left to armed police.",small multiples,mental_illness_related|state|incident_date|threat_type,,yes,state,People in psychiatric crisis are dying because the responder sent was armed.,high,plausible-from-metadata,The flag depends on after-the-fact reporting and is likely undercounted.
V1831,single,ca_lobby_amendments,CAL-ACCESS Lobbying Amendments,politics,What Gets Amended and When,"Timeline of amendment records by form type and change category — adding lobbyists, deleting employers, other — showing when filers quietly rewrite the record.",timeline,exec_date|form_type|add_l_cb|del_l_cb|add_le_cb|del_le_cb|other_cb,,yes,state,Amendments after the fact are how a lobbying relationship gets written out of the version the public already read.,high,plausible-from-metadata,"Checkbox fields are likely X-or-blank strings; the separate effective-date fields may be the real timing, not exec_date."
V1832,single,ca_lobby_amendments,CAL-ACCESS Lobbying Amendments,politics,Filings Amended Over and Over,"Ranked bars of filings by their highest amendment number, exposing filings revised ten or more times.",ranked bars,filing_id|amend_id|form_type|exec_date,,yes,state,"A filing amended repeatedly means the public never saw a stable, true version of who was lobbying whom.",high,plausible-from-metadata,amend_id may be text; heavy amendment could be routine for certain form types and needs that control.
V1833,single,ca_lobby_amendments,CAL-ACCESS Lobbying Amendments,politics,Lobbyists Added Versus Deleted,"Slope chart of added versus deleted lobbyist names per reporting period, revealing churn in who is registered to lobby.",slope chart,a_l_naml|d_l_naml|from_date|thru_date|filing_id,,yes,state,High churn masks who was actually in the room at the moment a bill moved.,medium,plausible-from-metadata,"Name fields split across last, first, title and suffix and may be blank for most rows."
V1834,single,ca_lobby_chg_log,CAL-ACCESS Lobbying Change Log,politics,What Attribute Gets Changed Most,"Ranked bars of the changed-attribute field by frequency, split by filer type. Shows which parts of a lobbying registration are most often quietly rewritten.",ranked bars,attribute_changed|filer_type|action|log_dt,,yes,state,Silent edits to who a lobbyist represents change the accountability record after the fact.,high,plausible-from-metadata,Attribute names may be terse internal codes needing a lookup that is not in the model.
V1835,single,ca_lobby_chg_log,CAL-ACCESS Lobbying Change Log,politics,Registration Churn Timeline,Timeline of change-log entries per legislative session with correction-flagged entries called out. Spikes near session deadlines are the tell.,timeline,log_dt|session_id|correction_flg|action|filer_type,,yes,state,"Deadline-clustered corrections suggest filings written to beat a clock, not to inform the public.",high,plausible-from-metadata,log_dt may be text; session_id boundaries need a legislative calendar to interpret.
