id_name,domain,dataset_name,url,access_shape,auth,size_class,confidence,evidence,fragmented,fragmented_exemplars,federal_aggregator,row_count_note,update_cadence_note,license_note,trap_note,critic_verdict,critic_note
Amtrak Station Code,Transportation -- Aviation & Rail,Amtrak Station Codes (three-letter station/city codes),https://en.wikipedia.org/wiki/List_of_Amtrak_stations,scrape-only,none,small,confirmed,"""All current and most former Amtrak train stations and Thruway Motorcoach stops have a three-letter station code (sometimes also referred to as a city code)... Amtrak began implementing this system in 1992.""",False,,,,,,"Amtrak's own site (amtrak.com) could not be fetched this session (blocked as an untrusted domain); the confirmed source here is a secondary compilation (Wikipedia), which itself cites Amtrak's 'Great American Stations' site — the primary Amtrak source (including any GTFS feed) was not directly verified.",upheld,"Confirmed. Wikipedia page loads fine, intro text matches the quote exactly, no login needed (it's Wikipedia)."
FMCSA MC Number / Operating Authority Number,Transportation -- Aviation & Rail,FMCSA Licensing & Insurance (L&I) System / SAFER Company Snapshot,https://li-public.fmcsa.dot.gov/LIVIEW/pkg_menu.prc_menu,scrape-only,none,large,confirmed,"safer.fmcsa.dot.gov (loaded directly): ""Users can search by DOT Number, MC/MX Number or Company Name."" li-public.fmcsa.dot.gov (loaded directly): ""The Carrier Search option provides access to information about interstate for hire carriers who have been granted authority or who have applications pending.""",False,,,,,"A separate FMCSA QCMobile API with a free key is understood to exist for programmatic access to related carrier data, but this was not directly verified this session — access_shape above reflects only what was confirmed (the web search tools).",,upheld,"Confirmed and stress-tested: actually submitted the 'Carrier Search' menu option via POST to li-public.fmcsa.dot.gov and got back a live, functional search form (USDOT Number/Docket Number/Legal Name/DBA/State fields) with no login required. Caveat worth flagging: the same page displays a notice that current L&I 'registration functionality' (filings/applications) is being permanently retired in favor of a new 'Motus' system -- but that notice is about registration/filing, not the read-only Carrier Search lookup, which I confirmed still works independently."
FAA Air Route Traffic Control Center (ARTCC) / TRACON Facility ID,Transportation -- Aviation & Rail,FAA ARTCC/TRACON facility identifiers (part of the FAA Location Identifier system / NASR facility data),https://en.wikipedia.org/wiki/Location_identifier,scrape-only,none,small,confirmed,"""The block beginning with Z identifies United States Air Route Traffic Control Centers"" and ""The FAA has authority to assign all three-letter identifiers (except those beginning with K, N, W, and Y).""",False,,,,,,"FAA's own ARTCC/TRACON pages (faa.gov org pages, opsnet) returned HTTP 403 to automated fetch this session; the primary bulk source would be the NASR 28-day-cycle subscription data, not directly verified here.",upheld,"Confirmed. Wikipedia 'Location identifier' page text matches both quoted sentences (Z-block for ARTCCs, FAA authority over three-letter codes except K/N/W/Y) verbatim."
NTSB Office of Administrative Law Judges (ALJ) Docket Number,Transportation -- Aviation & Rail,NTSB Office of Administrative Law Judges (OALJ) — Air Safety Proceedings dockets (49 CFR Part 821),https://www.ntsb.gov/legal/alj/Pages/default.aspx,scrape-only,none,small,confirmed,"""'Opinions & Orders' are accessible through a linked query system at the NTSB legal portal"" and reference to ""Rules of Practice in Air Safety Proceedings"" (49 CFR Part 821); the office is ""organized into four geographic circuits.""",False,,,,,,,upheld,"Confirmed. Page loads (200), confirms the four-circuit organization and links to an Opinions & Orders query system (ntsb.gov/legal/alj/_layouts/ntsb.common.onoweb/query.aspx), no login mentioned. Note (not a downgrade): actual case dockets live on a separate data.ntsb.gov portal linked from the nav, not on the OALJ page itself -- consistent with the claimed scrape-only shape, since there's no bulk export of ALJ docket numbers specifically."
FAA Flight Standards District Office (FSDO) / Certificate Holding District Office (CHDO) Code,Transportation -- Aviation & Rail,FAA Flight Standards District Office (FSDO) directory,https://en.wikipedia.org/wiki/Flight_Standards_District_Office,scrape-only,none,small,confirmed,"""There are 78 such offices nationwide as of November 2015 physically located in every state except for Delaware, New Hampshire, Rhode Island, and Vermont,"" with example codes like ""PHL FSDO"" and ""PWM.""",False,,,"78 FSDOs nationwide as of Nov 2015, per Wikipedia (citing FAA).",,,"FAA's own field-office directory page returned HTTP 403 to automated fetch this session. CHDO (Certificate Holding District Office) is a role a FSDO plays for a specific air carrier rather than a separately published code list, and was not independently confirmed as its own dataset.",upheld,"Confirmed. Wikipedia page matches the '78 offices... except Delaware, New Hampshire, Rhode Island, and Vermont' text exactly, and gives the PHL FSDO / PWM FSDO example codes as claimed."
DOT Essential Air Service (EAS) Route/Contract ID,Transportation -- Aviation & Rail,DOT Essential Air Service Program — EAS community/contract list,https://en.wikipedia.org/wiki/Essential_Air_Service,scrape-only,none,small,confirmed,"""The following tables list all Essential Air Service communities under the various funding programs. This is based on the most recent reports issued by the U.S. Department of Transportation (DOT)"" and ""docket and order numbers link to their respective pages...which typically includes the original files in PDF and other formats.""",False,,,,,,"DOT's own EAS program pages (transportation.gov) returned HTTP 403 to automated fetch this session. Per the confirmed source, individual EAS route/contract records live as per-order PDFs on the DOT docket site rather than one clean bulk table — PDF-only trap.",upheld,"Confirmed. Wikipedia page's intro text about DOT-sourced EAS community tables, and docket/order numbers linking out to PDFs on the docket management site, matches the quote exactly."
CAUTION FLAG (not a recommendation): Standard Transportation Commodity Code (STCC),Transportation -- Aviation & Rail,none found — no current live public STCC source located,https://public.railinc.com/products-services/umler-system,none-found,none,unknown,not-found,,False,,,,,,"Three lookups came up empty this session: a Railinc STCC reference-guide PDF link (404), Wikipedia's dedicated STCC article (404 — no such page exists), and BTS's related SCTG commodity-code page (403). STCC is understood as a legacy 7-digit rail freight commodity code; current federal freight-commodity data (e.g. Commodity Flow Survey) generally uses the newer Standard Classification of Transported Goods (SCTG) instead — consistent with this candidate's caution-flag status.",,
IMO Company and Registered Owner Identification Number,Transportation -- Motor Carrier & Maritime,IMO GISIS Ship and Company Particulars module (IMO Company/Registered Owner ID lookup),https://gisis.imo.org/Public/Default.aspx,scrape-only,login,medium,confirmed,Search the world fleet of ships by IMO Number and look up company particulars by IMO Company Number.,False,,na,,,,The GISIS 'Ships' submodule redirects to a mandatory login (webaccounts.imo.org) even though the GISIS Public Area listing itself appears to be login-free; the commercial mirror at imonumbers.ihs.com is free to use but also requires account login to search ('Existing Users Login to: Search for a number').,,
UN/LOCODE (UN Code for Trade and Transport Locations),Transportation -- Motor Carrier & Maritime,UN/LOCODE full code list (UNECE),https://unece.org/trade/cefact/UNLOCODE-Download,bulk-file,none,medium,inferred,"Data comes from the UNECE UN/LOCODE Download page, released at least once a year.",False,,na,,Released at least once a year (per the datasets/un-locode GitHub mirror of the official UNECE download page).,"The GitHub mirror states its copy is under the ODC Public Domain Dedication and Licence (PDDL); the official unece.org download page itself returned HTTP 403 to every automated fetch attempt this session, so the UNECE-stated license text was not directly confirmed.",unece.org blocks automated fetches (403) on both the landing page and the download page; the CSV/Access-db zip is only confirmed reachable via the GitHub mirror or a real browser.,downgraded,"Could not reload this live: unece.org returned HTTP 403 on the exact claimed URL, on an alternate unlocode landing page, AND on the bare unece.org domain root -- looks like site-wide bot-blocking (Cloudflare/WAF), not a login wall specific to this dataset. WebSearch quota was also exhausted before I could cross-check via search results/cache. Nothing found contradicts the claim (UN/LOCODE is a long-established free bulk CSV dataset per general knowledge), but I personally could not verify the live page or the quoted 'released at least once a year' language this session, so this should not be carried forward as independently 'confirmed' -- inferred only, until someone with real browser access re-checks the download page."
State Intrastate Motor Carrier Permit Number (e.g. California DMV Motor Carrier Permit / MCP),Transportation -- Motor Carrier & Maritime,California DMV Active Motor Carrier Permit (MCP) Search,https://www.dmv.ca.gov/portal/vehicle-industry-services/motor-carrier-services-mcs/motor-carrier-permits/active-motor-carriers/,scrape-only,none,medium,inferred,"Page title 'Active Motor Carriers - California DMV', embedding a public.tableau.com visualization named 'ActiveMCPPermitSearch/MCPPermitSearch2'.",True,California DMV Motor Carrier Permit (MCP) search (confirmed); Texas DMV/TxDMV intrastate motor carrier registration (inferred); Florida DOT intrastate carrier registration (inferred),no,,,,"CA DMV's MCP search is delivered as an embedded public.tableau.com dashboard, not a plain CSV or API — pulling it means scraping/exporting from the Tableau viz, not fetching a static file.",downgraded,"Page loaded fine (200 OK), title matches 'Active Motor Carriers - California DMV' as claimed. But two separate targeted fetches of this exact URL, explicitly searching for 'tableau', 'iframe', and 'public.tableau.com', found NONE of those terms anywhere on the page. What IS actually there: a link to an MCP Handbook PDF, an MCP FAQ section, and an online-renewal prompt -- the page explicitly tells users to contact the Motor Carrier Permit Operations unit for permit-holder lookups, which reads like there's no self-serve search embedded on THIS page. Caveat: WebFetch converts HTML to markdown and likely drops <script>-injected Tableau Public embeds (those are typically a JS-populated div, not a static iframe), so this isn't a clean disproof of the Tableau tool existing somewhere on the DMV site -- but the specific quoted evidence ('ActiveMCPPermitSearch/MCPPermitSearch2') could not be verified as present on this URL. Recommend a real-browser check before trusting the Tableau claim as-is."
PHMSA Hazardous Materials Registration Number (HM Company ID),Transportation -- Motor Carrier & Maritime,PHMSA Hazmat Registration search (RMIS - Registration and Management Information System),https://www.phmsa.dot.gov/registration/online-registration,scrape-only,none,medium,inferred,"You can view summary information about a company by entering a company name, a previous registration number, the HM Company ID number, the postal code, a USDOT Number or an MC/MX Number through the PHMSA registration system.",False,,na,,,,"www.phmsa.dot.gov and portal.phmsa.dot.gov returned HTTP 403/404 to every fetch attempt this session (WebFetch and curl with a browser user-agent both blocked) — the evidence quote comes from a search-engine snippet, not a page this session actually loaded, so this row is 'inferred' rather than 'confirmed'.",,
FMC OTI License Number (NVOCC / Ocean Freight Forwarder License),Transportation -- Motor Carrier & Maritime,FMC Licensed/Registered Ocean Transportation Intermediaries (OTI) list — NVOCCs and Ocean Freight Forwarders,https://www2.fmc.gov/oti/NVOCC.aspx,bulk-file,none,small,confirmed,Click here to download the list of all active freight forwarders and non-vessel operating common carriers.,False,,na,"Page reported 9,030 results total (organization number, license number, company name, trade names, address, renewal date) at time of fetch.",,,,upheld,"Page fetched successfully, no block. The exact quoted line -- 'Click here to download the list of all active freight forwarders and non-vessel operating common carriers' -- is present verbatim on the live page. Page also links out to FF.aspx (freight forwarders), NVOCC.aspx (NVOCCs), and an NVOCC_Alert.pdf, consistent with a real, working government listings page rather than a dead or gated one. No login wall, CAPTCHA, or paywall text appeared anywhere in the fetched content. I could not resolve the literal href/file format of the download link (xlsx vs. pdf vs. other) from the markdown conversion, so the exact file type is unconfirmed, but the bulk-file/no-auth claim holds up on everything checkable."
CBP Bonded Carrier / ACE Carrier Code,Transportation -- Motor Carrier & Maritime,CBP bonded carrier number (In-Bond program carrier identifier),https://www.cbp.gov/border-security/ports-entry/cargo-control/bond/bond-regulatory-changes-faqs,none-found,none,unknown,confirmed,The carriers cannot run this same report using their bonded carrier number ... if the carriers are afraid that other parties are erroneously using their bonded carrier number [they can] restrict their bonded carrier number from use.,False,,na,,,,"Confirmed the 'bonded carrier number' identifier is real and CBP-assigned as part of the In-Bond program, but no public bulk list, search tool, or API exposing the full set of bonded-carrier/ACE carrier codes was found this session. www.cbp.gov returns HTTP 403 to WebFetch and to most curl requests; only a handful of pages loaded via curl with a browser user-agent.",upheld,"Could not load cbp.gov at all this session -- HTTP 403 on the specific FAQ URL, on a related CBP bonds page, and even on the bare cbp.gov domain root, pointing to site-wide bot-blocking rather than anything specific to this page. That said, the first-pass claim here is already the negative/conservative one (access_shape: none-found) -- they already concluded there's no public dataset, just a FAQ noting carriers can ask CBP to restrict their own bonded-carrier number from showing up in other parties' reports, implying the lookup tool itself is internal/broker-facing, not public. Nothing found contradicts that 'no public dataset' conclusion (matches general knowledge that this is an ACE/CBP-internal function). Flagging that I could not re-verify the literal quoted sentence on the live page this session due to the block."
Unified Carrier Registration (UCR) Number,Transportation -- Motor Carrier & Maritime,UCR National Registration System (NRS),https://ucr.gov/,scrape-only,none,large,inferred,"The UCR Plan is the organization of State, Federal and industry representatives responsible for developing, implementing and administering the UCR Agreement.",False,,yes,,,,"41 states participate in the UCR Plan (not all 50), but registration funnels through one central National Registration System (NRS) at ucr.gov. That front end is a React single-page app (empty static HTML shell, title 'UCR') — it can't be scraped as plain HTML.",downgraded,"ucr.gov appears to be a fully client-rendered JS app -- WebFetch returned only the bare string 'UCR' on the homepage, on /for-carriers, on /renew-ucr, and even on /robots.txt, meaning there's no server-rendered HTML content for a static fetch to see. That's circumstantially consistent with 'scrape-only, no bulk file' (you'd need a real/headless browser, not a simple request), but it also means I never got far enough into the actual site to independently confirm there's no login wall or paywall on the registry/search functionality itself. Downgrading confidence to inferred pending a real-browser check."
BMC-84 / BMC-85 Broker & Freight Forwarder Surety Bond or Trust Fund Filing Number,Transportation -- Motor Carrier & Maritime,FMCSA Licensing & Insurance (L&I) Public system — broker/freight-forwarder surety bond (BMC-84) and trust fund (BMC-85) filings,https://li-public.fmcsa.dot.gov/LIVIEW/pkg_menu.prc_menu,scrape-only,none,medium,inferred,Licensing & Insurance Home Page ... Search ... BOC-3 Blanket Agents using the Licensing and Insurance Public web,False,,na,,,,"This session loaded li-public.fmcsa.dot.gov (200 OK) and confirmed it is the correct FMCSA Licensing & Insurance search system, but the landing page itself doesn't name BMC-84/BMC-85 explicitly (that's on deeper insurance-history subpages), and it references an in-progress migration to Login.gov ('Modernization FAQs'). www.fmcsa.dot.gov subpages that likely name BMC-84/85 directly (insurance-filing-requirements, the BMC-84 form page) returned 403 to both WebFetch and curl this session.",,
NTSB Accident / Investigation Case Number,Transportation -- Motor Carrier & Maritime,NTSB CAROL (Case Analysis and Reporting Online) query system — all-mode accident/investigation database,https://data.ntsb.gov/carol-main-public/basic-search,scrape-only,none,medium,inferred,"Aviation, Hazardous Materials, Highway, Marine, Pipeline, Railroad. (mode list on ntsb.gov's investigation reports page); CAROL page source: <app-container route-root=""/carol-main-public/"" export-max-size=""10000"">",False,,na,,,,"CAROL's app-container element carries export-max-size=""10000"" in the page source, implying bulk exports are capped at 10,000 records per query and would need to be chunked (by mode, date range, etc.) for a full pull.",downgraded,"CAROL is real and public: NTSB's own data/stats page (data.ntsb.gov redirected me to www.ntsb.gov/safety/data/Pages/Data_Stats.aspx) describes CAROL as the live cross-mode (aviation/highway/marine/rail/pipeline/hazmat) investigation search tool, with no login or paywall mentioned anywhere. The basic-search URL is confirmed to be an Angular single-page app, consistent with the first pass's own quoted evidence ('app-container ... export-max-size=""10000""' is a real Angular component attribute pattern, not a REST API signature). I probed a guessed backend endpoint (data.ntsb.gov/carol-main-public/api/Query/Main) and got HTTP 405 Method Not Allowed rather than 401/403 -- consistent with an unauthenticated backend, but it's an undocumented internal API feeding the search UI, not a published/documented public API with a stable contract. Correcting access_shape from 'api-open' down to 'scrape-only': usable with no login, but there is no official open API, and the app's own 10,000-row export cap is real."
ISO 6346 / BIC Container Owner Code,Transportation -- Motor Carrier & Maritime,BIC Code Register (Bureau International des Containers) — ISO 6346 container owner/operator codes,https://www.bic-code.org/bic-codes/,api-key,paid,small,confirmed,The BIC-CODE Register... published continually since 1970... covers 3149 Container-owners/operators across 127 Container-operating countries; Available via API.,False,,na,"3,149 container-owner/operator codes across 127 countries per bic-code.org.",,"Page references a 'BIC Code Fees & Charges' (Tariff Details) document, indicating register/API access is not fully free even though public search is accessible.",,,
Unique Device Identifier (UDI-DI) / GUDID,Consumer Protection & Product Safety,AccessGUDID (FDA/NLM Global Unique Device Identification Database),https://accessgudid.nlm.nih.gov/,bulk-file,none,large,confirmed,"""Download all the GUDID data at once"" -- full releases plus update files, plus a separate API and RSS update feed.",False,,yes,,,,,upheld,"Loaded fine. Page confirms: ""You can use AccessGUDID to search for specific medical devices or download all the GUDID data at once,"" plus a Download Data section for full releases/update files and a developer API resources page. No login/auth stated anywhere. Only the RSS-feed detail wasn't independently re-confirmed on this pass -- everything else holds."
EPA Pesticide Registration Number,Consumer Protection & Product Safety,EPA Pesticide Product and Label System (PPLS),https://ordspub.epa.gov/ords/pesticides/f?p=PPLS:1,scrape-only,none,medium,confirmed,"""a collection of pesticide product labels (Adobe PDF format) that have been accepted by EPA under Section 3 of the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA)"" -- searchable by the entire registration number.",False,,yes,,,,Labels are individual PDFs behind a search form; no bulk CSV/registration-number export confirmed on this page.,upheld,"Loaded fine. Confirmed pure search interface for PPLS labels (PDF), searchable by EPA Reg Number, PC Code, CAS Number, company name, etc. No bulk download offered on the page, no login required. Matches claim exactly."
EPA CompTox Dashboard Substance ID,Consumer Protection & Product Safety,EPA CompTox Chemicals Dashboard (DTXSID identifiers),https://comptox.epa.gov/dashboard/,api-open,free-key,large,confirmed,"""Search 1,376,722 Chemicals""; separately, ""APIs can effectively automate the process of accessing and downloading the data, such as data used to populate the CompTox Chemicals Dashboard"" (EPA CTX API).",False,,yes,"1,376,722 chemicals per the dashboard's own count.",,,,,
NHTSA Recall Campaign Number,Consumer Protection & Product Safety,NHTSA Recalls Database (api.nhtsa.gov Recalls API / NHTSA.gov Recall Search),https://api.nhtsa.gov/recalls/campaignNumber,api-open,none,large,confirmed,"Documented example endpoint ""https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=12V176000"" returning recall info keyed by campaign number; NHTSA's own datasets/APIs hub confirms ""the NHTSA Application Programming Interface (API) is being used by the dynamic search applications within the NHTSA.gov website, to deliver safety issues and rating information to the general public.""",False,,yes,,,,,upheld,"Hit the exact example endpoint and got a live JSON response (""Results returned successfully"") with a full 2012 BMW 3-Series recall record keyed by campaign number. No key or login involved. Claim holds."
FMCSA Motor Carrier Number,Consumer Protection & Product Safety,FMCSA SAFER Company Snapshot / MCMIS Company Census File,https://safer.fmcsa.dot.gov/,scrape-only,none,large,inferred,"""The SAFER System offers company safety data and related services to industry and the public over the Internet""; separately ""The FMCSA shares regulated entity census and safety performance information at no charge to the public"" via the Company Census File (data.transportation.gov), identified by USDOT number with MC number as a linked field.",False,,yes,,,,,downgraded,"The URL given (safer.fmcsa.dot.gov) is confirmed to be a search-only portal (Company Snapshot / A&I Online / Licensing & Insurance lookups), not a bulk-file host -- and it states account/PIN registration is needed to update a company's own record. The 'bulk-file' evidence the first pass actually leans on is a different resource entirely (data.transportation.gov's Company Census File), which I tried to load and only got nav chrome back (JS-rendered Socrata page) -- couldn't confirm it still exists, is truly bulk, or actually carries MC number as a field alongside USDOT number. As listed, the URL itself shows scrape-only."
GTIN / UPC / EAN,Consumer Protection & Product Safety,"No federal GTIN/UPC/EAN registry found -- GS1 US Data Hub is the only real source, and it is a private/proprietary system, not a government dataset",https://www.gs1us.org/tools/gs1-us-data-hub,none-found,paid,unknown,not-found,"""The GS1 Database is a source of truth for barcode lookup and product verification"" (up to 30 free lookups, then paid); ""GS1 US Data Hub"" is described as ""a centralized database where the world's largest brands and retailers upload their product...data"" on a subscription basis, including a government-specific paid tier (""For government users to search and verify product data"").",False,,no,,,GS1 US Data Hub access is subscription/paid; free tier is capped at 30 lookups.,"No US government agency runs a public GTIN/UPC/EAN registry -- the barcode itself is licensed and issued by GS1, a private international standards body. Any federal dataset that includes GTIN/UPC is using it as a foreign key populated from manufacturer submissions, not as a Ripple-ingestible source of its own.",,
USDA/FSIS Establishment Number,Consumer Protection & Product Safety,"FSIS Meat, Poultry and Egg Product Inspection (MPI) Directory",https://www.fsis.usda.gov/data-tools-resources/mpi-directory,bulk-file,none,medium,inferred,"Directory download files include ""MPI_Directory_by_Establishment_Number.xls"" and ""MPI_Directory_by_Establishment_Number.pdf"", described as listing establishments that produce meat/poultry/egg products under FSIS regulation.",False,,yes,,,,"Bulk files are XLS and PDF only, not CSV -- expect a parsing step, not a clean flat file, for establishment number ingestion.",downgraded,"Could not verify -- fsis.usda.gov returned HTTP 403 on every attempt this session, including the bare homepage (whole-domain block, not a dead link). This looks like bot/WAF blocking of the fetch tool rather than a real auth wall (well-known public USDA resource), but I have no independent confirmation from this session, so confidence drops from confirmed to inferred."
CPSC NEISS Case Number,Consumer Protection & Product Safety,CPSC NEISS (National Electronic Injury Surveillance System) Injury Data,https://www.cpsc.gov/cgibin/NEISSQuery/home.aspx,scrape-only,none,large,inferred,"""The CPSC NEISS On-Line Query System provides access to data on consumer product-related injuries in the United States""; NEISS Archived Annual Data is separately available in ""TXT, TSV, SAS, and XLSX"" formats, and CPSC.gov describes NEISS as covering hospital ED visits for ""more than 45 years.""",False,,yes,,,,,downgraded,"Could not verify -- cpsc.gov (including bare homepage) returned HTTP 403 on every attempt, matching prior session notes that cpsc.gov blocks naive fetchers by TLS/bot fingerprint. Separately, and independent of the block: the given URL is CPSC's interactive online query tool, not a bulk-file host -- the 'TXT/TSV/SAS/XLSX archived annual data' the first pass cites as bulk-file evidence lives on a different CPSC statistics page, not this URL. So even setting the fetch failure aside, this URL doesn't itself demonstrate bulk-file access."
FDA MAUDE Report / MDR Report Key,Consumer Protection & Product Safety,FDA MAUDE (Manufacturer and User Facility Device Experience) via openFDA Device Event API,https://open.fda.gov/apis/device/event/,api-open,none,large,confirmed,"""adverse event reports submitted by mandatory reporters -- manufacturers, importers and device user facilities -- and voluntary reporters""; ""Reports are identified by a 8-digit string (for instance, 6176304-1). The first 7 digits identify the individual report, and the last digit is a checksum."" Updated weekly, API data from 2009 on, MAUDE history back to ~1992.",False,,yes,,updated weekly per openFDA device event API docs.,,MDR report key is not an opaque ID -- it's a 7-digit report ID plus a trailing checksum digit; naive string-splitting on the hyphen matters for joins.,upheld,"Loaded fine. Page confirms verbatim: ""Each is identified by a 8-digit string (for instance, 6176304-1). The first 7 digits...identify the individual report, and the last digit...is a checksum."" No auth/key requirement stated. Claim holds."
FDA FAERS Case / Safety Report ID,Consumer Protection & Product Safety,"FDA FAERS (Adverse Event Reporting System) via openFDA Drug Event API, plus legacy AEMS/FAERS Quarterly Data Extract Files",https://open.fda.gov/apis/drug/event/,api-open,none,large,inferred,"openFDA: ""FDA Adverse Event Reporting System (FAERS), a database that contains information on adverse event and medication error reports"", records ""an 8-digit string (for instance, 6176304-1)"" as the case identifier; separately, the legacy quarterly extract page offers ""quarterly raw data extracts from the AERS database in ASCII or XML formats, available for download from 2004-2026"", noting ""A simple search of AEMS data cannot be performed with these files by persons who are not familiar with creation of relational databases.""",False,,yes,,quarterly for both the API and the legacy bulk extract files.,,"The bulk quarterly files are still branded ""AEMS"" (the legacy name) on FDA's own download page even though the public-facing product is called FAERS -- a naming trap for anyone matching page titles to dataset identity.",downgraded,"The URL given, open.fda.gov/apis/drug/event/, loaded fine and is API documentation (same 8-digit report-ID language as MAUDE) -- that page itself demonstrates api-open, not bulk-file. It says nothing about legacy quarterly AEMS/FAERS extract files; that evidence in the first pass actually describes a separate, un-linked page. I tried to independently locate that legacy extract page (guessed accessdata.fda.gov/scripts/faers/) and got a 404, so I could not confirm the real current URL or terms this session. Net: the URL as listed proves api-open; the bulk-file half of the claim is unverified."
Judicial Panel on Multidistrict Litigation (JPML) MDL Number,Consumer Protection & Product Safety,JPML Pending MDLs List,https://www.jpml.uscourts.gov/pending-mdls-0,bulk-file,none,small,confirmed,"The page offers downloadable reports ""By District"", ""By MDL Number - sorted numerically by case identifier"", ""By Docket Type"", and ""By Actions Pending"", plus a ""Recently Terminated MDLs"" report and an archive of historical reports.",False,,yes,,"""reports are uploaded on the first business day of each month"" (effective Jan 1, 2024).",,,upheld,"Loaded fine. Confirmed direct PDF downloads for By District, By MDL Number, By Docket Type, By Actions Pending, and Recently Terminated reports, dated August 3, 2026 (current), no login required. Claim holds."
FDA Recall Event Number,Consumer Protection & Product Safety,"openFDA Enforcement Reports (sourced from FDA's Recall Enterprise System, RES) -- food, drug, and device enforcement endpoints",https://open.fda.gov/apis/food/enforcement/,api-open,none,large,confirmed,"""The openFDA food enforcement reports API provides access to recall data from the FDA Recall Enterprise System (RES)"", covering ""publicly releasable records from 2004-present"" and ""refreshed weekly.""",False,,yes,records from 2004-present.,refreshed weekly.,,,upheld,"Loaded fine. Confirms ""publicly releasable records from 2004-present"" and ""updated weekly,"" no auth mentioned. Claim holds."
EPA Pesticide Chemical Code,Consumer Protection & Product Safety,EPA Pesticide Chemical Search Database / Cleared PC Code Index (used inside PPLS and PPIS),https://www.epa.gov/pesticide-labels/pesticide-chemical-search,none-found,none,small,not-found,"Search result confirms a ""Pesticide Chemical Search Database"" providing ""pesticide chemical names and their EPA pesticide chemical codes (PC Code)""; separately, the EPA PPLS product-label search page itself lists searchable fields including ""chemical name, and CAS Number or PC Code,"" and an archived ""Cleared PC Code Index"" lists PC Codes 128925-999999.",False,,yes,,,,,downgraded,"Dead link. The exact URL given, https://www.epa.gov/pesticide-labels/pesticide-chemical-search, returned HTTP 404 on two separate attempts. Tried a plausible alternate slug (epa.gov/pesticide-registration/pesticide-chemical-search) -- also 404. Other epa.gov pages (PPLS, TRI) loaded fine in this same session, so this isn't a domain-wide block, the page is actually gone or moved. Couldn't find the correct current URL (no web-search budget left in session)."
EPA Toxics Release Inventory Facility ID,Consumer Protection & Product Safety,EPA TRI (Toxics Release Inventory) Basic Data Files,https://www.epa.gov/toxics-release-inventory-tri-program/tri-basic-data-files-calendar-years-1987-present,bulk-file,none,large,confirmed,"""the 100 most-used data fields from the TRI Reporting Form R and Form A Certification Statement"", with a ""download feature with dropdowns to select specific years (1987-2024) and geographic areas"", delivered as CSV.",False,,yes,,,,,upheld,"Loaded fine. Confirms ""Each 'Basic' data file contains the 100 most-used data fields...in .csv format"" with a year-selector dropdown spanning 1987-2024, no auth mentioned. Claim holds."
DOT Tire Identification Number,Consumer Protection & Product Safety,"DOT Tire Identification Number (TIN) -- exists as a required sidewall marking and shows up inside NHTSA tire recall/component records, but no standalone federal bulk database of TINs was found; the registration/lookup layer is run by the tire industry (USTMA), not the government",https://www.nhtsa.gov/equipment/tires,none-found,none,unknown,inferred,"Search snippet: U.S. Tire Manufacturers Association tire registration requires ""the Department of Transportation (DOT) Tire Identification Number (TIN)"", and a separate ""Tire Recall Lookup Database"" (via USTMA, searchable by TIN) exists, plus a third-party ""Tire DOT Code Lookup Tool"" providing ""complete list of tire plant codes."" Direct NHTSA page fetch (nhtsa.gov/equipment/tires) returned 404 this session, so not independently confirmed by page load.",False,,partial,,,,"TIN is not its own queryable federal dataset -- it lives as a component-level field inside NHTSA recall records and inside the tire-industry (USTMA) registration system, which is not a government source.",,
USCG Vessel Official Number,Consumer Protection & Product Safety,"USCG National Vessel Documentation Center (NVDC) records, searchable via CGMIX/PSIX Vessel Search",https://cgmix.uscg.mil/PSIX/PSIXSearch.aspx,scrape-only,none,medium,confirmed,"PSIX search page allows lookup by ""Vessel name, Primary Vessel Number, Hull Identification Number (HIN), vessel call sign...""; search-result summary of CGMIX/NVDC notes ""Data updated nightly"" and that results reveal ""vessel name, official number, hull identification number, flag status, dimensions, service information, tonnage data.""",False,,yes,,CGMIX data described as updated nightly.,,"The live search UI labels the field ""Primary Vessel Number"" rather than ""Official Number"" -- confirm the two are the same field before treating it as a join key.",upheld,"Loaded fine. Confirmed search form with Vessel Name / Primary Vessel Number / HIN / Call Sign fields. No bulk download on this specific page (a separate PSIX XLSX export exists elsewhere in the nav, not at this URL), no auth indicated. Matches claimed scrape-only shape."
FCC Equipment Authorization ID,Consumer Protection & Product Safety,FCC Equipment Authorization System (EAS) / FCC ID Search,https://apps.fcc.gov/oetcf/eas/reports/GenericSearch.cfm,scrape-only,none,large,inferred,"""FCC ID numbers consists of two elements, a grantee code and an equipment product code""; the OET Authorization Search tool ""Provides an advanced search tool for equipment authorization and certification information with multiple search fields,"" and ""Search FCC Databases"" notes ""granular search interfaces into more than 40 specialized FCC databases.""",False,,yes,,,,,downgraded,Could not verify -- both the exact URL (apps.fcc.gov/oetcf/eas/reports/GenericSearch.cfm) and a second FCC ID search page (fcc.gov/oet/ea/fccid) returned HTTP 403 on every attempt. No independent confirmation possible this session; treating as unconfirmed rather than false.
